,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],ISHX0_N_EFT[C],ISHX0_N_ExFT[C],ISHX0_HP_EFT[C]
127,6.646159,9.686695,7.036601,6.593148,6.588878,6.291689,6.153227,5.959033,1.229164,5.764839,5.959033,5.951784,0.045882,5.944535,5.955167,5.972153,-0.107518,5.989140,5.963094,8.695356,9.378422
128,6.897882,10.178670,7.465068,7.135878,7.127717,6.864872,6.732816,6.321758,2.909534,5.910701,6.321758,6.153796,1.188866,5.985833,6.232178,6.121759,0.781567,6.011340,6.180649,9.049581,9.766814
129,7.081358,10.386324,7.747925,7.638818,7.624762,7.354520,7.225588,6.627093,4.179283,6.028599,6.627093,6.334375,2.044051,6.041656,6.470977,6.260559,1.469348,6.050141,6.372782,9.207086,9.915662
130,7.214767,10.553586,7.946211,7.888784,7.873445,7.604648,7.490938,6.823599,4.638099,6.156261,6.823599,6.466012,2.485283,6.108425,6.632886,6.365998,1.854913,6.099109,6.508338,9.334052,10.040480
131,7.294676,10.618476,8.055525,8.026790,8.011238,7.752945,7.650964,6.958246,4.868235,6.265527,6.958246,6.565128,2.762720,6.172011,6.748583,6.448130,2.111499,6.147677,6.608372,9.353590,10.039894
132,7.401388,10.756652,8.194450,8.213400,8.195093,7.945212,7.863560,7.104778,5.371792,6.345996,7.104778,6.664150,3.119424,6.223522,6.869776,6.529127,2.411625,6.188478,6.710807,9.473133,10.163715
133,7.557688,11.047793,8.397508,8.433887,8.411935,8.168465,8.097247,7.257628,5.945783,6.418010,7.257628,6.763705,3.497733,6.269782,6.994203,6.609840,2.721880,6.225477,6.814833,9.786252,10.529106
134,7.615308,11.058943,8.461354,8.542588,8.522014,8.284205,8.221880,7.366518,6.159255,6.511155,7.366518,6.846661,3.743363,6.326803,7.089261,6.679930,2.947490,6.270599,6.898240,9.766513,10.483582
135,7.701829,11.188016,8.586904,8.643171,8.629537,8.389964,8.335256,7.455999,6.318519,6.576742,7.455999,6.913605,3.897755,6.371210,7.166722,6.736768,3.089736,6.306814,6.966077,9.909085,10.644837
136,7.780047,11.300995,8.680943,8.729981,8.716998,8.482088,8.420280,7.533004,6.449665,6.645728,7.533004,6.975201,4.054701,6.417399,7.235509,6.790023,3.238265,6.344537,7.027616,10.037341,10.789772
137,7.889106,11.483686,8.809264,8.870446,8.853796,8.629866,8.558508,7.631751,6.809280,6.704994,7.631751,7.045557,4.307014,6.459364,7.319114,6.849274,3.452118,6.379434,7.099856,10.256857,11.046108
138,8.051025,11.817389,9.021478,9.073533,9.062950,8.853314,8.758524,7.755409,7.334802,6.752294,7.755409,7.124338,4.614408,6.493267,7.418838,6.913357,3.696086,6.407877,7.182947,10.655259,11.523337
139,7.617157,10.993587,8.346532,8.161140,8.148914,7.876179,7.719946,7.220342,2.590780,6.720739,7.220342,6.835577,1.995267,6.450811,7.015134,6.692348,1.673862,6.369562,6.864500,9.875126,10.627782
140,7.507961,10.830363,8.210898,8.009572,8.000312,7.729365,7.580849,7.085944,2.573533,6.591039,7.085944,6.741666,1.790265,6.397388,6.902329,6.617140,1.482999,6.331951,6.769241,9.724121,10.462841
141,7.066572,9.604645,7.460360,7.166505,7.154550,6.836475,6.678079,6.687939,-0.043803,6.697799,6.687939,6.551507,0.606122,6.415074,6.615175,6.476298,0.616982,6.337421,6.550366,8.615189,9.131395
142,6.935522,9.311180,7.284376,6.957481,6.950778,6.611684,6.483330,6.526842,-0.194445,6.570353,6.526842,6.449322,0.346422,6.371803,6.485498,6.396879,0.396023,6.308261,6.444143,8.409659,8.901038
143,6.559210,8.275995,6.683087,6.073894,6.069558,5.735493,5.640144,6.136066,-2.586022,6.631989,6.136066,6.268512,-0.690645,6.400957,6.206704,6.268397,-0.321701,6.330089,6.235494,7.530357,7.854073
144,6.269968,7.578778,6.319999,5.581627,5.577842,5.234644,5.187012,5.834868,-3.755842,6.482724,5.834868,6.093397,-1.498780,6.351925,5.972750,6.136574,-0.949748,6.300399,6.049201,6.932267,7.153033
145,6.045680,7.024412,6.070375,5.302804,5.299120,4.935236,4.921333,5.627494,-4.267020,6.333656,5.627494,5.954921,-1.978495,6.282348,5.802122,6.027046,-1.359115,6.251970,5.907086,6.461463,6.600057
146,5.828479,6.529026,5.836263,5.012735,5.009340,4.651699,4.644441,5.414053,-5.022661,6.183664,5.414053,5.808645,-2.575198,6.203237,5.624502,5.909393,-1.859263,6.194284,5.757451,6.041562,6.112590
147,5.654688,6.095668,5.655560,4.846718,4.843423,4.473725,4.470725,5.266384,-5.294281,6.062043,5.266384,5.698433,-2.874833,6.130481,5.496810,5.817652,-2.134870,6.138494,5.646536,5.679145,5.687297
148,5.465546,5.672168,5.462957,4.609564,4.606443,4.245819,4.243005,5.086952,-5.979850,5.930899,5.086952,5.568234,-3.410160,6.049516,5.343636,5.709473,-2.592171,6.075311,5.514360,5.319103,5.270289
149,5.344751,5.403431,5.339180,4.510429,4.507368,4.141266,4.134647,4.981445,-6.039750,5.828244,4.981445,5.481505,-3.566652,5.981564,5.248144,5.634415,-2.755061,6.020686,5.428403,5.093792,5.010139
150,5.180861,5.066387,5.177777,4.319397,4.315517,3.971171,3.937436,4.820635,-6.707575,5.703834,4.820635,5.359719,-4.094143,5.898802,5.108146,5.530972,-3.211207,5.953798,5.305465,4.807050,4.682446
151,5.306226,5.447086,5.294494,4.684449,4.680399,4.291169,4.160610,4.932924,-5.128243,5.705237,4.932924,5.412111,-3.181858,5.891299,5.188490,5.566848,-2.512334,5.945205,5.365057,5.129733,5.070902
152,5.634038,6.644123,5.684632,5.158887,5.153330,4.758871,4.619788,5.138783,-3.449174,5.657779,5.138783,5.499452,-2.396956,5.860121,5.331140,5.625374,-1.955438,5.919607,5.468449,6.130805,6.296394
153,5.794829,7.134706,5.899567,5.507067,5.499701,5.084943,4.946441,5.317471,-2.383139,5.688501,5.317471,5.591944,-1.762950,5.866417,5.463856,5.692595,-1.469193,5.921333,5.570601,6.467515,6.691744
154,6.135990,8.234843,6.385123,6.091590,6.081719,5.673636,5.550191,5.619408,-0.438832,5.688626,5.619408,5.741396,-0.773389,5.863383,5.684468,5.801039,-0.739049,5.917610,5.738868,7.327357,7.724479
155,6.324132,8.701678,6.664115,6.433637,6.424455,6.032690,5.919522,5.839620,0.501773,5.759718,5.839620,5.865604,-0.163179,5.891589,5.853478,5.894743,-0.259137,5.936008,5.872735,7.678323,8.129720
156,6.478015,9.053777,6.881279,6.666892,6.655707,6.271644,6.177382,6.003606,1.057075,5.829831,6.003606,5.964778,0.236191,5.925950,5.982898,5.971705,0.068090,5.960511,5.977674,7.979038,8.479379
157,6.645598,9.453208,7.122383,6.935085,6.924956,6.565962,6.482142,6.178570,1.812726,5.874998,6.178570,6.064841,0.679112,5.951112,6.117915,6.048564,0.414117,5.979213,6.085551,8.325738,8.885784
158,6.778360,9.721691,7.313474,7.176644,7.166735,6.818597,6.742845,6.334115,2.405185,5.925384,6.334115,6.155972,1.048287,5.977829,6.239105,6.119063,0.706393,5.999020,6.183085,8.564186,9.159461
159,6.850138,9.878586,7.411710,7.207642,7.199464,6.855489,6.788896,6.397013,2.297077,6.005130,6.397013,6.207130,1.113022,6.017248,6.295742,6.161734,0.785511,6.027725,6.233205,8.700939,9.317873
160,6.556916,8.956908,6.889838,6.631174,6.623219,6.230215,6.147451,6.152402,-0.026577,6.157354,6.152402,6.119972,0.174066,6.087541,6.135106,6.106619,0.152896,6.078133,6.121812,7.862229,8.297333
161,6.399835,8.507410,6.640256,6.285264,6.277785,5.902088,5.816127,5.979813,-0.984315,6.143500,5.979813,6.039478,-0.358787,6.099142,6.011634,6.050902,-0.236132,6.090169,6.029959,7.509464,7.879340
162,6.297678,8.223829,6.489607,6.054674,6.050322,5.691832,5.584750,5.839361,-1.620741,6.093972,5.839361,5.961900,-0.780028,6.084438,5.904715,5.993435,-0.564751,6.082154,5.946118,7.352359,7.703920
163,6.037510,7.587555,6.098622,5.369760,5.366008,5.045174,4.933464,5.486064,-3.946962,6.038664,5.486064,5.772467,-2.045640,6.058870,5.638812,5.851619,-1.519977,6.064426,5.738122,6.935674,7.235062
164,5.863697,7.333061,5.899891,5.090359,5.086972,4.788075,4.693865,5.271549,-4.660436,5.849233,5.271549,5.615131,-2.771832,5.958713,5.454792,5.722292,-2.158038,5.989791,5.579626,6.715913,6.999985
165,5.245982,5.265678,5.243043,4.394106,4.390638,4.066238,3.977683,4.872322,-7.000176,5.766961,4.872322,5.387972,-4.034745,5.903622,5.147335,5.546483,-3.123160,5.945630,5.333604,4.983117,4.895495
166,5.003556,4.780501,5.003766,4.125328,4.121559,3.804429,3.737686,4.636229,-7.600940,5.534772,4.636229,5.201079,-4.778169,5.765930,4.937483,5.387701,-3.808477,5.837919,5.147584,4.571471,4.427443
167,4.795353,4.278681,4.795821,3.936402,3.933847,3.597981,3.540831,4.465396,-7.948179,5.389960,4.465396,5.064751,-5.152464,5.664107,4.785052,5.269449,-4.164206,5.753847,5.011104,4.148099,3.932348
168,4.601967,3.901386,4.611314,3.718067,3.715655,3.376110,3.346114,4.284589,-8.551108,5.223064,4.284589,4.914438,-5.738998,5.544287,4.620509,5.136956,-4.705717,5.653403,4.861517,3.823315,3.563764
169,4.446988,3.537420,4.445420,3.585993,3.583917,3.232410,3.223468,4.161556,-8.729867,5.099644,4.161556,4.805165,-5.989442,5.448774,4.504814,5.037920,-4.961098,5.571026,4.753597,3.527161,3.220552
170,4.277820,3.229332,4.280282,3.403849,3.401875,3.060434,3.055685,4.001236,-9.346532,4.946788,4.001236,4.665790,-6.568948,5.330345,4.355665,4.911996,-5.499185,5.468326,4.615286,3.265424,2.927958
171,4.164575,3.008187,4.156450,3.310617,3.308686,2.961905,2.959923,3.903217,-9.412706,4.846512,3.903217,4.575278,-6.706188,5.247339,4.261650,4.828044,-5.651787,5.394438,4.525967,3.080399,2.719007
172,4.013068,2.759674,4.011110,3.145736,3.143898,2.807797,2.805924,3.755292,-10.014918,4.704660,3.755292,4.444224,-7.267565,5.133155,4.122722,4.708097,-6.175137,5.293471,4.395897,2.864583,2.481754
173,3.921521,2.621184,3.910949,3.070687,3.068877,2.729992,2.725596,3.668613,-10.048754,4.611629,3.668613,4.360916,-7.377163,5.053219,4.037841,4.629414,-6.303783,5.220987,4.313909,2.744357,2.351970
174,3.773183,2.403612,3.772263,2.913510,2.911140,2.589338,2.566769,3.518127,-10.718335,4.469485,3.518127,4.226919,-7.985492,4.935710,3.896149,4.505895,-6.869607,5.115641,4.180697,2.550640,2.143125
175,3.745191,2.564123,3.738451,2.920025,2.918362,2.607894,2.533860,3.449398,-10.619872,4.364935,3.449398,4.145653,-8.076290,4.841909,3.820734,4.424914,-7.008247,5.029094,4.102684,2.672711,2.315217
176,3.747304,2.804270,3.755010,2.903018,2.901381,2.594895,2.517848,3.404531,-10.504989,4.291214,3.404531,4.087351,-8.089728,4.770172,3.768702,4.364829,-7.062623,4.960956,4.046894,2.848533,2.548943
177,3.914814,3.302393,3.905454,3.129285,3.127486,2.794369,2.712208,3.551793,-8.971337,4.391377,3.551793,4.194797,-6.870782,4.837800,3.894728,4.455476,-5.991847,5.016225,4.156411,3.190025,2.948429
178,4.102441,3.795917,4.079326,3.363356,3.361377,3.020741,2.942339,3.727416,-7.717252,4.512494,3.727416,4.326447,-5.888423,4.925477,4.046899,4.568692,-5.129190,5.090486,4.290403,3.538555,3.350593
179,4.223663,4.032264,4.185361,3.533015,3.530907,3.184508,3.108201,3.868061,-6.961388,4.627920,3.868061,4.439757,-5.237551,5.011453,4.172965,4.668621,-4.540909,5.164277,4.404271,3.681837,3.501228
180,4.281633,4.162033,4.249777,3.556036,3.553383,3.221315,3.160004,3.916786,-6.953673,4.673568,3.916786,4.481827,-5.191869,5.046868,4.218141,4.706560,-4.487822,5.194978,4.446070,3.788324,3.623887
181,4.363186,4.317859,4.329732,3.652245,3.649502,3.319338,3.263676,3.998764,-6.487042,4.733851,3.998764,4.545946,-4.828803,5.093128,4.290594,4.762876,-4.167822,5.235159,4.510992,3.919766,3.771960
182,4.453722,4.547258,4.426827,3.739540,3.735813,3.412401,3.361295,4.075229,-6.105961,4.789164,4.075229,4.605157,-4.532235,5.135085,4.357857,4.814687,-3.907059,5.271517,4.571044,4.101754,3.984432
183,4.565399,4.772896,4.539540,3.894680,3.891614,3.557691,3.509985,4.187779,-5.441993,4.865573,4.187779,4.690118,-4.033273,5.192458,4.455693,4.888394,-3.474148,5.321096,4.657620,4.288734,4.196512
184,4.555132,4.738226,4.532070,3.846465,3.844136,3.517903,3.465461,4.171992,-5.892804,4.878523,4.171992,4.687498,-4.299559,5.203003,4.446928,4.888668,-3.684315,5.330407,4.653073,4.261309,4.163368
185,4.390445,4.345555,4.366230,3.616662,3.614616,3.303585,3.249390,4.014435,-7.189379,4.779480,4.014435,4.573920,-5.257661,5.133404,4.312827,4.792192,-4.504755,5.271557,4.536531,3.952188,3.806103
186,4.045208,3.398243,4.016127,3.205741,3.203917,2.925044,2.862300,3.719320,-9.161755,4.576339,3.719320,4.351769,-6.761047,4.984219,4.056626,4.600129,-5.810185,5.143632,4.310261,3.250051,2.984998
187,3.854337,2.788980,3.828939,3.014425,3.012643,2.732288,2.658419,3.559486,-9.603051,4.460553,3.559486,4.228163,-7.126379,4.896841,3.916114,4.492029,-6.137769,5.067943,4.184874,2.862728,2.532192
188,3.739739,2.694987,3.727013,2.880873,2.879123,2.603765,2.536859,3.427818,-9.993792,4.318777,3.427818,4.105509,-7.601590,4.783201,3.789253,4.378296,-6.607223,4.967338,4.064140,2.766537,2.442136
189,3.509668,2.062409,3.482087,2.660213,2.658548,2.377609,2.317387,3.260717,-10.750051,4.204047,3.260717,3.975554,-8.146173,4.690390,3.641964,4.263258,-7.080184,4.884553,3.931901,2.242967,1.820734
190,3.400495,1.971762,3.389782,2.537029,2.534774,2.254255,2.207172,3.139261,-11.080249,4.071349,3.139261,3.859543,-8.562397,4.579825,3.523411,4.154135,-7.497766,4.784859,3.817749,2.148735,1.731481
191,3.298970,1.797232,3.277746,2.451674,2.450074,2.157856,2.117539,3.048214,-11.250417,3.978889,3.048214,3.773012,-8.761681,4.497810,3.434773,4.071942,-7.702383,4.709111,3.732119,1.999523,1.566374
192,3.169386,1.627601,3.151634,2.309874,2.308366,2.015738,1.994489,2.919117,-11.802873,3.843744,2.919117,3.649297,-9.320755,4.379477,3.308546,3.954338,-8.243535,4.600130,3.609916,1.847795,1.407265
193,3.109739,1.541720,3.071830,2.268071,2.266379,1.961313,1.954857,2.867568,-11.678326,3.780279,2.867568,3.592599,-9.276928,4.317631,3.254251,3.897544,-8.231060,4.540836,3.554454,1.775593,1.330878
194,3.008165,1.416177,2.973763,2.159270,2.157641,1.857450,1.853945,2.765280,-12.121633,3.676614,2.765280,3.494466,-9.698880,4.223652,3.154179,3.803476,-8.636284,4.452774,3.457184,1.661107,1.212088
195,2.950019,1.337517,2.902533,2.113866,2.112232,1.807777,1.806307,2.711912,-12.096074,3.617517,2.711912,3.439180,-9.714040,4.166448,3.099788,3.748754,-8.668166,4.397719,3.402639,1.592158,1.139538
196,2.850405,1.218429,2.807864,2.006056,2.004506,1.707058,1.705642,2.610688,-12.553795,3.515733,2.610688,3.342362,-10.148975,4.074036,3.000914,3.655884,-9.085017,4.310853,3.306566,1.481921,1.025759
197,2.897708,1.411283,2.870837,2.064709,2.063080,1.752799,1.749327,2.637209,-11.910947,3.525091,2.637209,3.355484,-9.635663,4.073759,3.020289,3.663764,-8.632219,4.307239,3.320577,1.629102,1.206233
198,2.899633,1.530046,2.897621,2.056705,2.054581,1.747424,1.728661,2.614054,-11.948236,3.499447,2.614054,3.330603,-9.669713,4.047153,2.996214,3.638490,-8.667410,4.280766,3.295943,1.710705,1.314396
199,3.603711,3.445681,3.588949,2.942221,2.939835,2.578664,2.502821,3.159681,-7.448732,3.816541,3.159681,3.722636,-6.383851,4.285590,3.459924,3.974124,-5.830980,4.488324,3.699884,3.315191,3.219018
200,4.226399,5.235373,4.264406,3.706220,3.700794,3.307004,3.218462,3.665456,-4.638094,4.112450,3.665456,4.084492,-4.347996,4.503528,3.888942,4.282692,-4.085628,4.676443,4.072692,4.687520,4.841227
201,4.699487,6.215346,4.812404,4.455604,4.444736,4.008438,3.909161,4.158485,-2.226307,4.407810,4.158485,4.443982,-2.549300,4.729479,4.310750,4.592630,-2.516999,4.874509,4.442294,5.471064,5.728257
202,5.102607,7.052049,5.314080,5.074455,5.061290,4.609380,4.511769,4.579650,-0.542449,4.647531,4.579650,4.746604,-1.334154,4.913558,4.668692,4.852449,-1.468425,5.036205,4.754445,6.147093,6.495255
203,5.373220,7.582800,5.648181,5.448934,5.435056,5.003898,4.913144,4.878743,0.268564,4.844343,4.878743,4.967490,-0.692848,5.056237,4.926075,5.042500,-0.908931,5.158925,4.980407,6.551662,6.944476
204,5.623980,8.029948,5.942793,5.806567,5.790300,5.388516,5.316027,5.161453,1.220154,5.006878,5.161453,5.166824,-0.042396,5.172194,5.164317,5.210928,-0.367933,5.257540,5.186069,6.937713,7.375624
205,5.882336,8.542004,6.255772,6.119537,6.099733,5.709693,5.645399,5.399722,1.908958,5.154046,5.399722,5.338794,0.473428,5.277865,5.367227,5.357412,0.076264,5.347597,5.362647,7.441404,7.961093
206,6.027206,8.755739,6.446641,6.357877,6.338650,5.952624,5.894498,5.589195,2.336879,5.283892,5.589195,5.480514,0.831876,5.371833,5.531232,5.479537,0.395689,5.427842,5.507107,7.587500,8.107598
207,6.151025,8.922635,6.599475,6.477144,6.464471,6.075577,6.024594,5.712711,2.384575,5.400828,5.712711,5.584522,0.980102,5.456332,5.644343,5.572095,0.552394,5.499846,5.610627,7.772216,8.312613
208,6.241260,9.024386,6.688322,6.537558,6.525666,6.145588,6.089158,5.795944,2.314493,5.502729,5.795944,5.663461,1.045759,5.530977,5.725286,5.644316,0.639140,5.563346,5.687500,7.902541,8.456301
209,6.360198,9.203447,6.813048,6.660549,6.645579,6.276906,6.212707,5.897744,2.550144,5.582781,5.897744,5.745581,1.232010,5.593418,5.816591,5.717033,0.806084,5.617475,5.770130,8.130401,8.720469
210,6.535705,9.541482,7.010018,6.850016,6.840617,6.479264,6.394958,6.025814,3.008757,5.656670,6.025814,5.838230,1.528930,5.650646,5.925769,5.796542,1.053285,5.667315,5.865463,8.546430,9.216671
211,5.978288,7.872960,6.175287,5.788403,5.778970,5.353451,5.233740,5.497354,-1.766382,5.760969,5.497354,5.607616,-0.738824,5.717878,5.556161,5.640430,-0.564656,5.724699,5.595486,7.126694,7.509496
212,5.866708,7.629592,6.046084,5.653347,5.646468,5.232112,5.121830,5.375647,-1.759933,5.629465,5.375647,5.526678,-1.047225,5.677709,5.456197,5.580025,-0.858604,5.703853,5.513984,6.924882,7.277607
213,5.285083,5.676786,5.284691,4.815878,4.808068,4.374118,4.269697,4.959706,-4.603033,5.649715,4.959706,5.325514,-2.440297,5.691322,5.154804,5.436190,-1.877123,5.717577,5.286117,5.281979,5.280945
214,5.159483,5.381718,5.149390,4.672243,4.667791,4.233388,4.149500,4.823660,-4.564958,5.497819,4.823660,5.225859,-2.723426,5.628059,5.038166,5.357101,-2.159615,5.676036,5.187003,5.076924,5.049404
215,4.782256,4.501390,4.760713,4.042613,4.039882,3.667053,3.606562,4.451975,-6.892159,5.297387,4.451975,4.980888,-4.311925,5.509802,4.734062,5.159490,-3.468265,5.584917,4.932595,4.331242,4.180903
216,4.529116,4.012197,4.516217,3.714401,3.711938,3.354782,3.323662,4.202270,-7.740204,5.080878,4.202270,4.786592,-5.147663,5.370915,4.513909,4.993881,-4.228377,5.473854,4.737896,3.902778,3.693998
217,4.370477,3.648203,4.346907,3.567271,3.564772,3.200247,3.190829,4.071873,-7.805057,4.952916,4.071873,4.675300,-5.345687,5.278727,4.393701,4.895469,-4.445102,5.397237,4.627859,3.598332,3.340950
218,4.219605,3.371573,4.197621,3.394416,3.392085,3.042060,3.036988,3.927119,-8.258749,4.817251,3.927119,4.552498,-5.802345,5.177877,4.260655,4.786146,-4.875571,5.311637,4.505884,3.360769,3.074490
219,4.136873,3.195609,4.101849,3.331468,3.329056,2.975818,2.973662,3.859780,-8.145669,4.745897,3.859780,4.490131,-5.794534,5.120483,4.195967,4.728766,-4.897777,5.261565,4.444607,3.213673,2.905939
220,4.029952,3.008015,3.998662,3.204173,3.201905,2.862212,2.860131,3.756083,-8.521629,4.652036,3.756083,4.401668,-6.140323,5.047254,4.100395,4.649108,-5.218943,5.197820,4.356461,3.050425,2.723915
221,4.193233,3.662769,4.168864,3.400512,3.398114,3.053071,3.047983,3.843147,-7.354167,4.638312,3.843147,4.436216,-5.485059,5.029284,4.159451,4.669817,-4.720178,5.180183,4.397621,3.580066,3.375677
222,4.260714,4.007441,4.248905,3.451281,3.448167,3.119719,3.092566,3.858104,-7.217225,4.623642,3.858104,4.433130,-5.421141,5.008156,4.164785,4.661854,-4.686195,5.158923,4.396750,3.852606,3.716570
223,5.069276,6.600492,5.164167,4.598238,4.595019,4.239739,4.135570,4.440891,-2.552916,4.746213,4.440891,4.764516,-2.705959,5.088141,4.613491,4.918965,-2.554190,5.224439,4.756045,6.008968,6.322199
224,5.535825,7.899120,5.773637,5.315413,5.308606,4.965686,4.855221,4.892474,-0.313672,4.929726,4.892474,5.040787,-1.248818,5.189100,4.971574,5.136427,-1.388083,5.301279,5.048505,6.997785,7.485105
225,5.828312,8.386301,6.176422,5.924058,5.911688,5.553485,5.440130,5.275620,1.301245,5.111110,5.275620,5.289743,-0.111713,5.303866,5.283152,5.338379,-0.436833,5.393606,5.308925,7.386475,7.905863
226,6.032457,8.725544,6.451025,6.241735,6.228027,5.871174,5.769422,5.524621,1.894439,5.279819,5.524621,5.467785,0.439835,5.410949,5.494308,5.487067,0.056039,5.479825,5.490929,7.657042,8.198571
227,6.180414,8.956582,6.648874,6.478523,6.464350,6.121591,6.028779,5.720110,2.376441,5.411442,5.720110,5.609535,0.851322,5.498960,5.661137,5.606451,0.421028,5.551765,5.635617,7.814805,8.359602
228,6.352640,9.236483,6.880733,6.775760,6.758725,6.429072,6.353111,5.934431,3.178929,5.515751,5.934431,5.753126,1.376607,5.571820,5.837735,5.725068,0.855448,5.612402,5.785157,8.055087,8.622570
229,6.561867,9.628453,7.152267,7.077266,7.056533,6.736887,6.669614,6.143495,3.937494,5.617377,6.143495,5.892154,1.881053,5.640812,6.009446,5.839496,1.271915,5.669546,5.930136,8.457057,9.088787
230,6.670799,9.741600,7.295752,7.284193,7.264411,6.956159,6.896246,6.311636,4.374384,5.727026,6.311636,6.012038,2.241760,5.712441,6.151851,5.939950,1.585558,5.728050,6.052964,8.524306,9.142141
